sentiment,title,content
Negatif,"Bringas Hingga Malam, Polres Mataram Tangkap 26 Demosntran Mataram, Gatra.com","Bringas Hingga Malam, Polres Mataram Tangkap 26 Demosntran Mataram, Gatra.com - Aksi unjuk rasa masa terus berlangsung di DPRD Nusa Tenggara Barat (NTB), Jalan Udayana, Mataram, hingga Senin malam (30/9). Sayangnya, aksi masa ini dinodai pelemparan batu dan sejumlah benda tumpul terhadap polisi. Guna melindungi diri, polisi berupaya membubarkan massa aksi dengan menembakkan water cannon. Massa yang bertahan pun perlahan mundur dan masuk ke dalam Masjid Islamic Center NTB untuk mengamankan diri. Maju, jaga diri masing-masing. Tembakkan water cannon ke arah selatan, perintah Kapolres Mataram, AKBP Saiful Alam. Para mahasiswa yang merasa terdesak masih bertahan duduk di dalam halaman Masjid Hubbul Wathan Mataram. Sementara itu, sebanyak 26 mahasiswa ditangkap dan diamankan oleh pihak kepolisian akibat kerusuhan saat demo anarkis di depan kantor DPRD NTB, malam ini. Namun, belum bisa kita pastikan secara rinci nama-nama mahasiswa yang ditangkap. Kita minta untuk menunggu dan memberikan pihak kepolisian bekerja. Sekali lagi, berikan kami kesempatan bekerja dulu, ujarnya. Puluhan mahasiswa yang ditangkap tersebut akan dibawa ke Polda NTB untuk dimintai keterangan lebih lanjut. Aksi Unras mahasiswa tersebut merupakan kedua kalinya setelah aksi pada Minggu kemarin (29/10). Mereka melakukan demo dengan tuntutan yang sama yakni menolak revisi sejumlah UU termasuk revisi UU KPK dan sejumlah UU lainnya yang dianggap bermasalah."
Positif,"TNI dan Polri Akan Jaga Keamanan Tenaga Medis di Wamena Menteri Kesehatan memastikan, petugas kesehatan di Wamena, Papua, akan mendapat pengamanan dari TNI dan Polri.","TNI dan Polri Akan Jaga Keamanan Tenaga Medis di Wamena Menteri Kesehatan memastikan, petugas kesehatan di Wamena, Papua, akan mendapat pengamanan dari TNI dan Polri. Menkes juga menyarankan kepada tenaga medis yang berada di daerah rawan, mengungsi ke fasilitas kesehatan terdekat. Selain pengamanan ekstra, menteri kesehatan juga mengimbau petugas kesehatan selalu mengenakan baju dan atribut penanda petugas medis. Hingga saat ini, kementerian kesehatan mencatat ada 31 petugas kesehatan di Wamena."
Negatif,"Demonstrasi Ricuh, Mobil di Parkiran Polsek Tanah Abang Dibakar JAKARTA","Demonstrasi Ricuh, Mobil di Parkiran Polsek Tanah Abang Dibakar JAKARTA - Aksi demonstrasi yang digelar mahasiswa dan pelajar di sekitar DPR RI terlibat bentrok dengan aparat kepolisian. Buntut dari bentrokan itu meluas menjadi kerusuhan di beberapa lokasi di Jakarta, Senin (30/9/2019). Sebuah mobil terbakar yang terpakir di depan Polsek Metro Tanah Abang, Jakarta Pusat dibakar massa. ""Iya, yang terbakar mobil (bukan Polsek Tanah Abang),"" kata salah satu petugas Damkar, Jakarta Pusat, Jujung dikonfirmasi, Senin (30/9/2019) malam. Menurut Jujung, aksi pembakaran mobil itu terjadi saat massa bentrok dengan aparat kepolisian sekitar pukul 22.00 WIB. Jujung menyampaikan, hingga kini kondisi belum kondusif sehingga polisi terus memukul mundur massa aksi. ""Situasinya belum kondusif gitu sih masih dipukul mundur pihak kepolisian,"" ujar Jujung. Jujung mengatakan kawasan sekitar Tanah Abang pun kini juga dijaga ketat oleh pihan TNI dan warga yang membantu. Menurut Jujung hanya satu mobil yang dibakar oleh massa aksi. ""Satu mobil, sudah padam,"" tutup Jujung. (suara.com)"
Negatif,Kerusuhan Wamena Bahaya Kelangsungan NKRI indopos.co.id,"Kerusuhan Wamena Bahaya Kelangsungan NKRI indopos.co.id “ Direktur Eksekutif The Indonesian Democracy Initiative (TIDI), Arya Sandhiyudha menuturkan, kerusuhan berdarah di Wamena telah masuk ke tingkat yang berbahaya bagi kelangsungan Negara Kesatuan Republik Indonesia (NKRI). Mengingat, dampak kerusuhan tersebut telah mendapatkan reaksi panas dari daerah-daerah. Karena adanya korban jiwa dari warga pendatang. Kita semua berduka dan berharap kerusuhan itu bisa segera diredakan. Kerusuhan di Wamena bisa berpotensi memicu disintegrasi bangsa, mengarah pada genosida, dan konflik horizontal antar etnik, tuturnya. Tak sampai disana, Arya menilai, jika pemerintah salah melangkah dalam penyelesaian kerusuhan tersebut, tragedi ini akan mencuat lebih besar kembali. Oleh karena itu harus ada upaya ekstra hati “ hati dalam penyelesaian kerusuhan Wamena.Ada tiga hal yang nampak jelas dari rangkaian persoalan dan ketegangan yang terjadi di Wamena. Mulai motif adu domba antar anak bangsa, sentimen kesukuan, penghapusan keharmonisan. Makanya perlu komitmen fundamental dari pemerintah ke warga di Papua, tegasnya. Oleh karena itu, ditambahkan Arya, masyarakat diberbagai daerah di imbau tidak terpancing dengan isu yang memanaskan situasi. Kemudian pemerintah diminta menangkap dalang-dalang aksi kerusuhan yang membuat gejolak di Wamena. Dirinya yakin dengan cara ini konflik di negeri cenderawasih ini akan reda.Gunakanlah segera ruang kewenangan dan kepercayaan itu dalam menyikapi momen, isu, dan krisis terkini. Selagi masih ada ruang dan waktu, pungkasnya. (cok)"
Positif,"Warga yang Terkurung di Senayan City karena Kerusuhan Telah Meninggalkan Lokasi JAKARTA, KOMPAS.com","Warga yang Terkurung di Senayan City karena Kerusuhan Telah Meninggalkan Lokasi JAKARTA, KOMPAS.com - Pengunjung dan karyawan yang berada di Mal Senayan City, Jakarta Pusat, meninggalkan lokasi pada Senin (30/9/2019), pukul 23.19 WIB. Agus, salah seorang sekuriti mal mengatakan bahwa saat polisi memukul mundur massa dari arah Pintu Utama Gelora Bung Karno, para pengunjung Senayan City tidak diperbolehkan untuk keluar dari kawasan mal. Hal itu dilakukan untuk menghindari adanya korban saat aksi lempar oleh massa dan gas air mata yang terus menerus diletupkan di tengah jalan depan mal. ""Tapi tadi udah bubar semua. Polisi balik, pintu mulai dibuka,"" kata Agus kepada Kompas.com . Namun, warga tidak boleh keluar dari sisi timur mal mengingat adanya pagar dan kawat berduri yang terpasang agar massa yang kabur tidak memasuki kawasan mall. ""Sekarang sudah pada pulang semua,"" ujarnya. Saat ini terlihat aktivitas di kawasan Mal hanyalah pemasangan tenda oleh beberapa orang pekerja untuk acara yang akan dilakukan di kawasan Mal Senayan City. Sementara di depan mal banyak pengendara ojek online yang mangkal sambil menunggu orderan datang, Pengendara tampak hilir mudik di jalanan di depan mal tanda kondisi malam ini sudah kondusif."
Positif,Komnas HAM: Antara ˜Kera™ dan ˜Keras™ Picu Kerusuhan Wamena “ Komisi Nasional Hak Asasi Manusia (Komnas HAM) mengungkapkan asal mula konflik di Wamena. Salah satunya dipicu oleh kesalahpahaman pengucapan antara kata ˜kera™ dengan ˜keras™ yang diucapkan seorang guru kepada muridnya,"Komnas HAM: Antara ˜Kera™ dan ˜Keras™ Picu Kerusuhan Wamena “ Komisi Nasional Hak Asasi Manusia (Komnas HAM) mengungkapkan asal mula konflik di Wamena. Salah satunya dipicu oleh kesalahpahaman pengucapan antara kata ˜kera™ dengan ˜keras™ yang diucapkan seorang guru kepada muridnya. Ketua Komnas HAM Ahmad Taufan Damanik menceritakan, pada Selasa, 17 September lalu ada seorang guru pengganti bernama Riris meminta murid-muridnya untuk membaca dengan keras karena murid tidak membaca pelajaran yang dimintanya dengan jelas. Riris mengajar sebagai guru pengganti untuk menggantikan guru yang berhalangan hadir. Namun, pengucapan kata ˜keras™ oleh Riris ditangkap sebagai kata ˜kera™ oleh sebagian murid kelas XI SMA PGRI Wamena. Hari Rabu tidak ada masalah sampai Jumat, Sabtu baru mulai ribut dan murid marah-marah karena menganggap guru menyebut murid dengan sebagai kera, ungkap Taufan, dalam konferensi pers di Jakarta, Senin (30/9/2019). Taufan menambahkan, saat itu sudah dilakukan klarifikasi dan Riris menegaskan bahwa dia tidak menyebut murid dengan kata ˜kera™. Klarifikasi sudah dilakukan dan mereka sudah maaf-maafan dan bahkan sudah nyanyi bersama karena ada murid yang ulang tahun,™ urai Taufan. Menurut dia, Riris juga tidak menyadari bahwa kejadian tersebut akan berbuntut pada terjadinya konflik lanjutan, hingga kemudian pada hari Minggu, 22 September ada penyerangan ke sekolah dan pada keesokan harinya, sekolah sudah rusak. Kepala Sekolah sudah melarang Riris ke sekolah pada Senin. Kemudian datanglah siswa marah-marah dengan rombongan lainnya, tambah Taufan. Menurut dia, kondisi inilah yang harus diinvestigasi karena aksi protes siswa yang berujung pada pengrusakan sekolah juga diikuti oleh banyaknya massa lainnya yang tidak jelas asal usulnya. Massa itu tidak jelas karena banyak masyarakat sekitar yang merasa tidak kenal dengan massa yang datang berdemo. Ini harus diinvestigasi, tegas Taufan. Dia mengatakan kejadian ini unik karena setelah kesalahpahaman yang terjadi pada hari Selasa antara guru Riris dengan muridnya, sudah diklarifikasi dan sudah bermaaf-maafan. Kerusuhan ini sistematis dan tidak jelas siapa yang melakukan termasuk ada suara letusan senjata di mana-mana dan mereka (masyarakat) tidak bisa memastikan siapa pelakunya karena peristiwa ini di luar dugaan, ungkap Taufan. Dia menyayangkan kesalahpahaman internal yang terjadi hanya di dalam ruang lingkup kecil kelas XI bisa meluas dan meletus menjadi konflik besar dengan datangnya massa dari berbagai penjuru sehingga menimbulkan kekerasan. Komisi Nasional Hak Asasi Manusia (Komnas HAM) mengungkapkan konflik di Wamena telah memakan korban jiwa 31 orang dan ribuan lainnya mengungsi. Ketua Komnas HAM Ahmad Taufan Damanik mengatakan sebanyak 5 ribu orang mengungsi di Polres Wamena, 2.700 mengungsi di Kodim Wamnea, 500 di bandara Wamena, dan ribuan eksodus meninggalkan wilayah Wamena. Ini menimbulkan perhatian secara nasional dan muncul sentimen berbau sara yang menurut kami tidak relevan karena peristiwa di Wamena lebih kompleks dari yang digambarkan orang, katanya. Taufan mengatakan telah mendapatkan laporan dari Kepala Perwakilan Komnas HAM Wilayah Papua Frits Ramandey terkait kejadian yang ada di Wamena yang bermula dari berita hoax ada aksi rasialisme yang dilakukan oleh seorang guru. Selain mengutuk keras, kita juga bela sungkawa atas kejadian peristiwa di Wamena yang dimulai dari satu berita hoaks dan dengan gampangnya menyulut kerusuhan di berbagai tempat yang timbulkan korban jiwa dan harta benda, lanjut Taufan. Menurut dia, Komnas HAM tidak membedakan latar belakang warga yang menjadi korban, baik itu pendatang ataupun masyarakat lokal, karena dapat memperkeruh suasana dan memperuncing konflik. Dalam rangka itu, Komnas HAM mendorong semua pihak baik masyarakat Papua ataupun secara nasional untuk menghindari penyampaian hoaks dan informasi yang simpang siur karena akan semakin memperkeruh situasi. Ada sosmed yang bilang ini genosida. Jangan seperti itu dulu dan tahan diri untuk sebarkan berita dan analisis yang tidak mendasar, tegas dia. Taufan juga menjelaskan bahwa Komnas HAM sudah mengirim tim untuk investigasi awal peristiwa di Wamena sejak tanggal belasan September lalu. Dia memastikan bahwa informasi yang Komnas HAM dapatkan sangat akurat karena langsung berasal dari lapangan. Komnas HAM tegaskan komitmen untuk berupaya mengungkap tragedi ini agar jelas siapa, apa, dan kenapa terjadinya tragedi kemanusiaan ini, lanjut Taufan. Menurut Taufan, apabila tidak ada proses penegakan hukum, dikhawatirkan peristiwa yang sama dapat terjadi lagi. Hampir di seluruh Papua suasana saat ini tegang, ada rasa tidak percaya, kekhwatiran, dan orang-orang hidup dalam suasana tidak nyaman, ungkap Taufan. Oleh karena itu, dia meminta seluruh pihak di Papua termasuk pemimpin nasional untuk melakukan dialog konstruktif dalam mencari langkah perdamaian. Ini solusi terbaik untuk pemerintah pusat, daerah, dan tokoh-tokoh lokal menggelar dialog konstruktif agar tercipta perdamaian dan tidak memicu ketegangan yang lebih luas dan juga (memancing) respon internasional, tambah dia. Taufan menegaskan bahwa Komnas HAM bersedia menfasilitasi semua pihak untuk duduk berdialog mencari solusi perdamaian di papua. Pemenuhan HAM dan pencegahan konflik ke depan bagi kami menjadi isu pokok, pungkas dia.(*)"
Positif,"Bantu Pengungsi Wamena, Kemenhub Sediakan Kapal dan Pesawat Kementerian Perhubungan (Kemenhub) menyiapkan kapal dan pesawat untuk mengevakuasi warga yang akan mengungsi dari Wamena, Papua","Bantu Pengungsi Wamena, Kemenhub Sediakan Kapal dan Pesawat Kementerian Perhubungan (Kemenhub) menyiapkan kapal dan pesawat untuk mengevakuasi warga yang akan mengungsi dari Wamena, Papua. Pasca kerusuhan pekan lalu, banyak warga terutama para pendatang, memilih untuk meninggalkan Wamena lantaran trauma dan khawatir atas keselamatan hidupnya. ""Kami akan membantu eksodus warga di Papua dengan menyiapkan beberapa jenis kapal,"" kata Kepala Biro Komunikasi dan Informasi Publik Kemenhub Hengki Angkasawan dalam siaran pers, Senin (30/09/2019) ""Kapal yang disiapkan yaitu kapal negara KPLP, kapal navigasi, kapal perintis dan kapal milik Pelni berjadwal yang ada dibeberapa pelabuhan di Papua Barat dan Papua,"" sambungnya. Kapal yang disiapkan antara lain KN KALAWAI P. 117 berada di Pelabuhan Gudang Arang Ambon dan KN GANDIWA P. 118 dari Pangkalan PLP Kelas II Bitung berserta logistiknya. Kapal tersebut berkapasitas 100 - 150 orang. Selain kapal, Kementerian Perhubungan juga menyediakan pesawat untuk mengangkut warga yang ingin meninggalkan Wamena. Pesawat yang disediakan antaralain Trigana, Deraya, My Indo, Semuwa Aviation Mandir, Jayawijaya Air Dirgantara, Wings Air, dan dua tipe pesawat Hercules yang dapat mengangkut lebih dari 500 orang. ""Dari data yang kami terima kebanyakan pengungsi bertujuan ke Sorong, Ambon, Ternate, Bitung dan Makasar. Jadi kami akan berupaya mengeksodus para pengungsi ke kampung halaman mereka,"" ucap Hengki Evakuasi tersebut dilakukan agar para pengungsi juga korban dapat dievakuasi dan dipulangkan ke kampung halamanannya mengingat kondisi Wanena yang sedang tidak kondusif."
Negatif,"Kronologi Kerusuhan di Wamena Versi Komnas HAM Komisi Nasional Hak Asasi Manusia menyebut kerusuhan yang terjadi di Wamena, Papua, disebabkan oleh kesalahpahaman terkait isu seorang guru yang disebut melecehkan muridnya dengan perkataan bernada rasial","Kronologi Kerusuhan di Wamena Versi Komnas HAM Komisi Nasional Hak Asasi Manusia menyebut kerusuhan yang terjadi di Wamena, Papua, disebabkan oleh kesalahpahaman terkait isu seorang guru yang disebut melecehkan muridnya dengan perkataan bernada rasial. Ketua Komnas HAM Ahmad Taufan Damanik mengatakan, kesalahpahaman itu terjadi ketika seorang guru di SMA PGRI tengah mengajar dan meminta seorang muridnya untuk berbicara lebih keras. ""Ada seorang guru, itu guru pengganti jadi ketika mengajar sebetulnya kalau menurut versi ibu ini dia tidak mengucapkan 'kera' tapi 'keras',"" kata Taufan di Kantor Komnas HAM, Senin (30/9/2019). Taufan menuturkan, mulanya peristiwa yang terjadi pas Rabu (18/9/2019) itu tak menjadi persoalan. Persoalan baru muncul tiga hari berikutnya yaitu pada Sabtu (18/9/2019). Taufan mengatakan, saat itu ada beberapa orang yang marah karena mendapat informasi terkait ucapan guru tersebut. Namun, kemarahan itu dapat diredam setelah dilakukan klarifikasi yang mengundang guru tersebut beserta murid-muridnya. ""Bahkan setelah sekolah sempat bernyanyi bersama sama dengan murid yang lain karena ada satu muridnya yang ulang tahun, baik-baik saja enggak ada apa-apa,"" ujar Taufan. Namun, suasana tiba-tiba memanas pada Minggu keesokan harinya ketika sekolah tersebut mulai diserang sejumlah orang. Lalu, pada Senin (23/9/2019) gelombang unjuk rasa pun mulai membesar karena tersulut isu pernyataan guru tersebut. Menurut Taufan, hal itu mengherankan karena dugaan pernyataan bernada rasialis sudah diselesaikan pada Sabtu. ""Sudah diselesaikan di situ kok tiba-tiba bisa meledak ke mana-mana, datang massa begitu besar dari berbagai penjuru. Kemudian membakar gedung-gedung, setelah itu terjadi kekerasan yang menimbulkan korban jiwa,"" ujar dia. Menurut Taufan, ekskalasi unjuk rasa yang berujung pada kerusuhan inilah yang mesti diinvestigasi karena muncul dugaan bahwa massa perusuh bukan merupakan warga Wamena. ""Itu yang enggak jelas ini karena banyak juga orang situ yang bilang enggak kenal dengan massanya. Spekulasi ya Pak Bupatinya dan Polresnya bilang itu tidak banyak yang kenal wajahnya, itu orang darimana,"" kata Taufan Taufan melanjutkan, dugaan penggunaan senjata tajam dan senjata api yang menyebabkan korban tewas dan luka perlu diinvestigasi lebih lanjut karena ia menduga kerusuhan ini telah dirancang sistematis. ""Enggak jelas jadinya siapa yang melakukan atas kepada siapa, karena semua letusan senjata itu ada di mana-mana itu keterangan dari warga itu mereka tidak bisa dipastikan siapa ini,"" ujar Taufan. Adapun kronologi di atas didapat dari tim perwakilan Komnas HAM di Wamena yang melakukan pemantauan di sana. Kendati disebabkan masalah sepele, Komnas HAM mengingatkan pemerintag agar menanggapi peristiwa itu secara serius. ""Ini satu peristiwa yang sebetulnya sudah karut marut sejak lama kemudian ada pemicu sedikit saja menimbulkan besar kerusuhan yang menimbulkan korban manusia dan harta benda,"" kata Taufan. Hingga Minggu kemarin, Komnas HAM mencatat ada 31 korban jiwa akibat kerusuhan itu. Di samping itu, terdapat 8.200 orang yang mengungsi di Polres Wamena, Kodim Wamena, dan Bandra Wamena. Jumlah tersebut belum termasuk ribuan warga lain yang pergi meninggalkan Wamena."
Positif,Kawasan Semanggi Mulai Kondusif Pukul 23.00 WIB,"Kawasan Semanggi Mulai Kondusif Pukul 23.00 WIB - Situasi Jalan Gatot Subroto dan kawasan Semanggi, tepatnya di sekitar Kampus Atma Jaya, Plaza Semanggi, dan gedung Polda Metro Jaya mulai kondusif setelah kerusuhan antara demonstran dan polisi pecah pada Senin (30/9/2019). Pantauan Kompas.com pukul 23.00 WIB, sejumlah personel Brimob dan Sabhara Polda Metro Jaya, yang sebelumnya berjaga di sekitar Simpang Susun Semanggi dan Jalan Gatot Subroto mulai ditarik mundur. Polisi mulai membuka arus lalu lintas dari arah Cawang menuju Slipi dan sebaliknya. Kendaraan bermotor sudah dapat melintas. Kendaraan yang melintas tampak ramai lancar. Sementara itu, arus tol dalam kota arah Cawang-Grogol masih ditutup. Sebelumnya, massa mulai berkumpul sejak pukul 18.08 WIB di Jalan Gatot Subroto tepatnya depan gedung Polda Metro Jaya. Mereka mulai melempar petugas dengan batu. Polisi pun memukul mundur massa menggunakan gas air mata. Namun, pantauan Kompas.com pukul 18.37 WIB, massa membalas dengan melempari petugas dengan kembang api. Kawasan sekitar Jalan Gatot Subroto mulai disterilkan dari masyarakat. Pukul 20.00 WIB, massa dari arah Gedung DPR RI mulai mundur dan masuk kawasan pusat perbelanjaan, Plaza Semanggi dan Kampus Atmajaya. Massa tiba-tiba menembakkan petasan kepada petugas. Petasan juga diarahkan ke jembatan penyeberangan orang (JPO) Semanggi dan Jalan Jenderal Sudirman. Kondisi yang awalnya kondusif selama 45 menit membuat polisi kembali mengerahkan pasukan keluar dari Gedung Polda Metro Jaya. Polisi tetap berupaya memukul mundur massa dengan menembakkan gas air mata. Sejumlah pemuda diamankan oleh petugas dan dibawa ke Polda Metro Jaya. Tercatat ribuan mahasiswa diperkirakan menggelar aksi unjuk rasa di depan Gedung DPR RI, hari ini. Aliansi mahasiswa dari sejumlah perguruan tinggi negeri dan swasta tersebut menolak Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP) dan Undang-Undang Komisi Pemberantasan Korupsi (UU KPK)."
Netral,Literasi Peristiwa Menurut Alur Pikir Kronologis dan Dimensi Ruang,"Literasi Peristiwa Menurut Alur Pikir Kronologis dan Dimensi Ruang-Waktu di Kejadian Berlatar Medsos Tulisan ini tak hendak menghakimi ataupun membela, namun memberikan masukan bagaimana kita mencerna beragam peristiwa yang di masa kini berseliweran di lini waktu (timeline) media sosial berbasis Internet yang terpapar di akun sosmed kita. Contoh, adalah kasus Dandhy Laksono (DDL) yang belakangan ini mencuat dikarenakan adanya tuntutan dari pihak kepolisian bahwa DDL melanggar Pasal 45 A ayat 2 jo 28 ayat 2 UU ITE yang berbunyi "" Setiap Orang dengan sengaja dan tanpa hak menyebarkan informasi yang ditujukan untuk menimbulkan rasa kebencian atau permusuhan individu dan/atau kelompok masyarakat tertentu berdasarkan atas suku, agama, ras, dan antargolongan (SARA)"". Hal ini menurut Polisi terkait cuitan DDL pada akun twitternya mengenai kondisi Papua pada 23 September. Adapun persoalan ini masih perdebatan, karena DDL sudah dibebaskan dari tahanan namun demikian berstatus tersangka. Kuasa hukum dan beberapa organisasi masyarakat sipil menolak ""kriminalisasi aktivis"" dengan alasan tidak relevannya pengenaan pidana atas tuitan DDL. Kasus ini masih bergulir hingga hari ini. Tulisan ini hendak mengajak kita berpikir kronologis/diakronis dalam melihat tuitan tersebut. Adapun kata kronologis berasal dari kronos dan logis, dan diakronis dari kata dia dan kronos. Kronos (chronos) artinya ""perjalanan waktu"". Dia artinya ""melintasi"". Logis artinya masuk akal/logika. Dalam konteks twitter, selain kronologis dan diakronis, dia tak lepas dari ruang dan waktu saat twiiter tersebut dipost. Tanggal dan jam, perlu melihat pada kejadian apa pada hari itu. Dari penelusuran twiiter, sebelum adanya twit yang dipermasalahkan, terdapat 10 retweet dan quote tweet yang dilakukan DDL terhadap peristiwa di Jayapura dan Wamena selama 5 Jam terakhir. Hal ini dapat kita simpulkan adanya informasi yang dia terima tentang kondisi, baru kemudian dia ""tergugah"" melakukan 5 twit pada siang hari yang dipermasalahkan. Secara umum, tulisan twit DDL seakan memberikan penegasan, penstrukturan informasi simpang siur yang dia terima di timelinennya. Kemudian terjadi kesimpulan dan kemudian twit tersebut. Terdapat pula link berita yang bisa dicek kebenarannya. Dengan demikian, dengan ""simpulan"" dari yang bersangkutan. Disini peran literasi peristiwa, selain literasi digital. Sudahkah kita melihat dan berpikir secara kronologis, diakronis dan juga mengecek situasi kondisi pada saat hari ketika twit yang bermasalah tersebut dilontarkan di ruang publik? Atau, kita memang merasa ada yang salah dalam cuitan tersebut, yang sudah dirituit dan diamini oleh banyak netizen, karena ada sumber ""dalil""nya yang kita anggap tidak faktual. Nah setelah itu, baru kita bisa melihat dengan jernih persoalannya. Bisa jadi, DDL memang sudah membuat ""gerah"" sehingga menjadi ""target"", apalagi setelah DDL viral dalam hal debat terbuka soal dukungannya ke referendum papua. Ihwal DDL salah atau tidak, bisa dibuktikan kemudian dipengadilan dengan ahli bahasa, atau, kalau bagi saya, tidak usah dilanjutkan apabila ternyata dapat disimpulkan cuitan ini hanyalah sekadar berbalas ekspresi semata di media sosial yang tak memenuhi unsur ""permusuhan dan kebencian"" dalam tuitannya."
Negatif,Lobby RSAL Mintohardjo Jadi Ruang Perawatan Darurat Suara.com,"Lobby RSAL Mintohardjo Jadi Ruang Perawatan Darurat Suara.com - Rumah Sakit Angkatan Laut (RSAL) Mintohardjo menjadi tempat melarikan para korban kerusuhan di kawasan DPR RI, Senin (30/9/2019). Lobby Instalasi Gawat Darurat (IGD) RS tersebut menjadi lokasi perawatan para korban. Pantauan Suara.com di lokasi, pihak RS mendirikan banyak tandu berjejer di lobby. Para korban mendapatkan perawatan dari tim medis. Korban yang dirawat kebanyakan berasal dari massa aksi yang terdiri dari berbagai elemen masyarakat mulai dari mahasiswa hingga pelajar. Kebanyakan menderita sakit karena gas air mata. Di parkiran IGD RSAL, terlihat beberapa ambulans berjejer disiagakan untuk menjemput korban. Para petugas medis juga bersiap di depan pintu IGD. Sebelumnya, kerusuhan ikut pecah di kawasan Bendungan Hilir, Jakarta Pusat, Senin (30/9/2019) malam. Kejadian ini merupakan rentetan kerusuhan imbas demonstrasi di kawasan gedung DPR RI. Pantauan suara.com di lokasi, sekitar pukul 21.50 WIB, massa aksi mulai berkumpul di sekitar Rumah Sakit Angkatan Laut (RSAL) Mintohardjo. Tak lama, kepolisian menembakan gas air mata ke arah kerumuman massa. Massa lantas berhamburan berlarian ke arah berlawanan dari arah kedatangan polisi. Pasukan TNI yang berjaga di sekitar RSAL langsung menutup gerbang. Mereka meminta agar orang-orang di dalam rumah sakit yang didominasi massa aksi sebelumnya agar tidak keluar. ""Jangan keluar, kalau mau keluar, keluar sekalian. Masuk ke dalam semua jangan dekat pagar,"" ujar salah seorang petugas berpakaian marinir di lokasi, Senin (30/9/2019)."
Negatif,"Demo Rusuh, 2 Mobil di Polsek Metro Tanah Abang Dibakar Massa Bisnis.com","Demo Rusuh, 2 Mobil di Polsek Metro Tanah Abang Dibakar Massa Bisnis.com, JAKARTA-- Kerusuhan demonstrasi di DPR menjalar ke kawasan Tanah Abang, Jakarta Pusat. Dua buah mobil yang terparkir di depan Polsek Metro Tanah Abang hangus dibakar massa. Berdasarkan kesaksian Sami, seorang pekerja di gedung di samping Polsek, peristiwa pembakaran terjadi sekitar pukul 21.30. Menurutnya aksi dipicu oleh massa yang melihat bus berisi personil Polri berhenti di depan Polsek. ""Iya gara-gara pendemo lihat ada bis isinya polisi turun di depan (Polsek) langsung diserang,"" ujar Sami kepada Bisnis, Senin (30/9/2019) malam. Massa lantas membakar dua mobil berjenis MPV yang terparkir depan polsek. Kebakaran berlangsung sekitar 30-40 menit. Meski lokasi berada dekat Dinas Pemadam Kebakaran Jakarta Pusat, petugas damkar sempat kesulitan memadamkan api karena terhalang massa. Tak hanya membakar mobil, massa juga sempat melempari polsek dan gedung di sekitarnya dengan batu. Salah satu yang menjadi korban adalah gedung Graha Metro yang berada tepat di samping polsek. Kaca-kaca gedung pecah dan di halamannya terlihat pecahan kaca serta batu-batu. Sementara itu, gedung polsek sendiri terpantau aman karena lokasinya yang menjorok sekitar 50 m dari jalan utama. Hal ini dibenarkan oleh Kapolsek Metro Tanah Abang AKBP Lukman. ""Kantor aman, cuma mobil yang terbakar,"" katanya saat ditanya awak media. Pelaku pembakaran diketahui merupakan massa yang mundur dari kawasan Pejompongan. Menurut warga yang menyaksikan, kelompok massa berpakaian seperti warga biasa dan tidak terlihat mengenakan atribut mahasiswa seperti jas almamater."
Positif,Pengungsi Wamena di Jayapura Sekitar 500 Orang Jakarta (HN),"Pengungsi Wamena di Jayapura Sekitar 500 Orang Jakarta (HN) - Kementerian Kesehatan (Kemkes) menyebutkan pengungsi dari Wamena yang dipindahkan ke Jayapura, Papua, akibat kerusuhan sudah sekitar 500 orang. ""Yang bisa kita data yang sudah dibawa ke Jayapura itu sekitar 500 orang,"" kata Sekretaris Direktur Jenderal Pencegahan dan Pengendalian Penyakit Kemkes Achmad Yurianto usai Konferensi Pers di Kementerian Kesehatan di Jakarta, Senin (30/9). Pengungsi 500 orang tersebut sudah diterbangkan ke Jayapura dengan pesawat Hercules. Seperti dilaporkan Antara, sekitar 1.600 orang lainnya saat ini tercatat telah terdaftar untuk mengikuti penerbangan berikutnya ke Jayapura. Penerbangan gelombang pertama dalam evakuasi dari Wamena ke Jayapura, kata dia, dilakukan karena alasan medis. Penerbangan berikutnya dilakukan untuk memenuhi banyaknya permintaan masyarakat yang ingin meninggalkan Wamena. Sebagian besar yang diterbangkan perempuan, anak-anak, ibu hamil, dan lansia. Selain itu, ia mengatakan pengungsi tidak hanya orang-orang yang berasal dari luar Papua tetapi juga dari masyarakat asli Papua. Pesawat Hercules yang disiapkan untuk penerbangan hari ini ada empat sortie atau sebanyak empat kali penerbangan. Pengungsi yang tidak memiliki saudara di Jayapura atau tempat untuk tinggal, ditampung di aula milik TNI Angkatan Udara dan Batalion 751. Tetapi, beberapa dari mereka, ada yang dijemput oleh saudara mereka di Jayapura. ""Ada kemarin pekerja bangunan dari Wamena, setelah sampai di Jayapura dia dijemput saudaranya,"" tuturnya Ia mengemukakan evakuasi akan diselesaikan sampai semua bisa terkendali. ""Kalau evakuasi rujukan ini kita belum tahu sampai kapan. Tapi ketentuannya sampai semuanya bisa terkendali. Bisa jalan dengan baik, kita selesaikan misi ini,"" katanya."
